Employee_ID,Attrition_rate
EID_19850,0.1711
EID_18460,0.1538
EID_17983,0.1556
EID_14888,0.1492
EID_14002,0.1416
EID_13524,0.1219
EID_4049,0.1109
EID_6535,0.1547
EID_10557,0.1411
EID_1313,0.145
EID_12424,0.1474
EID_8210,0.1448
EID_22378,0.1328
EID_19644,0.1127
EID_8790,0.1496
EID_5778,0.1572
EID_23887,0.1454
EID_16103,0.1605
EID_20604,0.1686
EID_17378,0.1585
EID_5566,0.1421
EID_24264,0.1374
EID_7814,0.141
EID_1968,0.1459
EID_10282,0.1633
EID_13648,0.1357
EID_22376,0.1449
EID_3690,0.1394
EID_17871,0.1256
EID_19167,0.1459
EID_5366,0.1549
EID_16996,0.1499
EID_1953,0.1322
EID_8760,0.1555
EID_20448,0.1462
EID_15787,0.1453
EID_18982,0.1352
EID_4388,0.1451
EID_22325,0.1634
EID_10189,0.1287
EID_21162,0.1492
EID_1032,0.1262
EID_12045,0.1639
EID_18324,0.1455
EID_15085,0.1464
EID_21927,0.1504
EID_13325,0.1559
EID_17801,0.1371
EID_7678,0.1335
EID_17469,0.1435
EID_14318,0.1505
EID_16439,0.1785
EID_2307,0.1352
EID_20011,0.1313
EID_19381,0.1148
EID_14043,0.1339
EID_14774,0.1401
EID_22982,0.1487
EID_19092,0.1398
EID_13137,0.1322
EID_5738,0.1395
EID_19661,0.1465
EID_22570,0.1328
EID_16393,0.156
EID_4256,0.1397
EID_17873,0.1436
EID_13832,0.1451
EID_17617,0.1326
EID_3106,0.1363
EID_6567,0.1365
EID_4727,0.1305
EID_14518,0.1636
EID_1070,0.1403
EID_19385,0.1536
EID_20032,0.1642
EID_11714,0.139
EID_23636,0.1382
EID_1985,0.1386
EID_5627,0.1326
EID_15171,0.1483
EID_8811,0.1433
EID_2163,0.1281
EID_8459,0.1446
EID_18138,0.1357
EID_17518,0.169
EID_17432,0.1424
EID_25686,0.1314
EID_2470,0.1504
EID_16311,0.1434
EID_6903,0.1471
EID_11990,0.1545
EID_23460,0.137
EID_25924,0.1376
EID_13985,0.1479
EID_5455,0.1453
EID_13427,0.146
EID_24855,0.1556
EID_15532,0.1514
EID_8953,0.1442
EID_22683,0.1325
EID_22493,0.1552
EID_1451,0.1604
EID_20796,0.154
EID_17281,0.1545
EID_7767,0.16
EID_20838,0.154
EID_17235,0.1568
EID_21615,0.1516
EID_6972,0.1367
EID_13930,0.1868
EID_4188,0.1395
EID_11277,0.1524
EID_18053,0.1483
EID_11288,0.1636
EID_1148,0.1439
EID_19216,0.1433
EID_7660,0.1498
EID_22805,0.1351
EID_11931,0.1438
EID_16921,0.1272
EID_4993,0.1477
EID_18070,0.1465
EID_15648,0.1302
EID_11404,0.1484
EID_14248,0.112
EID_15424,0.1352
EID_8039,0.1441
EID_7094,0.1386
EID_13161,0.1341
EID_9293,0.1344
EID_4351,0.1302
EID_17259,0.1431
EID_2681,0.1489
EID_22123,0.1628
EID_8528,0.1332
EID_11798,0.1632
EID_20265,0.1352
EID_21396,0.1364
EID_12220,0.1331
EID_25722,0.1286
EID_21719,0.1148
EID_3506,0.1322
EID_2139,0.1501
EID_6562,0.1431
EID_4353,0.1439
EID_24392,0.1354
EID_11238,0.1429
EID_20617,0.1295
EID_21473,0.1668
EID_16837,0.1471
EID_1800,0.1319
EID_25849,0.1551
EID_9395,0.15
EID_2415,0.1564
EID_9286,0.1371
EID_5081,0.1475
EID_22546,0.1426
EID_11932,0.1381
EID_16292,0.13
EID_17882,0.1476
EID_20889,0.1417
EID_10031,0.1308
EID_21576,0.1271
EID_8256,0.1316
EID_2614,0.1369
EID_2098,0.1421
EID_10242,0.1546
EID_21993,0.1534
EID_22664,0.1504
EID_1919,0.1388
EID_11629,0.1424
EID_6840,0.1597
EID_25493,0.1485
EID_14968,0.1488
EID_25313,0.1357
EID_8035,0.1485
EID_8969,0.1349
EID_15223,0.1616
EID_6266,0.1366
EID_8184,0.139
EID_19480,0.1285
EID_19076,0.1444
EID_16339,0.1532
EID_7963,0.1503
EID_17427,0.1295
EID_12641,0.1281
EID_4122,0.1598
EID_23659,0.1571
EID_13486,0.1335
EID_18423,0.1396
EID_2181,0.1486
EID_25490,0.1446
EID_9211,0.1263
EID_5237,0.1234
EID_2418,0.1352
EID_17716,0.1614
EID_13837,0.1495
EID_2840,0.137
EID_13004,0.1402
EID_14429,0.1404
EID_18915,0.1471
EID_22415,0.1303
EID_4304,0.1231
EID_10753,0.1632
EID_22612,0.1644
EID_1857,0.1479
EID_3566,0.1358
EID_8545,0.1537
EID_21685,0.1207
EID_9946,0.1165
EID_20447,0.1302
EID_3887,0.1489
EID_8351,0.1516
EID_23889,0.1544
EID_8248,0.1522
EID_16621,0.1641
EID_25138,0.1456
EID_10004,0.1552
EID_5522,0.1406
EID_23416,0.1447
EID_14897,0.1398
EID_10840,0.1352
EID_21716,0.1544
EID_18484,0.1409
EID_7402,0.1328
EID_24854,0.1647
EID_1610,0.1581
EID_17592,0.1334
EID_22128,0.1408
EID_17304,0.1758
EID_1508,0.1372
EID_20492,0.1382
EID_2324,0.1777
EID_17093,0.1439
EID_23356,0.1479
EID_17895,0.1402
EID_8186,0.147
EID_19358,0.1497
EID_6030,0.1491
EID_17457,0.1633
EID_14976,0.1418
EID_8914,0.1377
EID_5721,0.1391
EID_11266,0.1643
EID_17012,0.1523
EID_7554,0.1461
EID_3087,0.165
EID_19716,0.1326
EID_21723,0.1533
EID_13072,0.1522
EID_9776,0.1457
EID_25927,0.1526
EID_5593,0.1335
EID_13954,0.1592
EID_16034,0.1399
EID_1719,0.1506
EID_23054,0.155
EID_15591,0.139
EID_5178,0.1478
EID_24346,0.1604
EID_21264,0.155
EID_3292,0.138
EID_14975,0.1367
EID_9165,0.1322
EID_23369,0.1384
EID_18767,0.1543
EID_10153,0.1465
EID_2542,0.1338
EID_23826,0.1507
EID_20391,0.1484
EID_8633,0.14
EID_5875,0.1546
EID_12699,0.1281
EID_12982,0.1525
EID_16392,0.1284
EID_8185,0.1527
EID_15462,0.1543
EID_4853,0.1472
EID_17622,0.1641
EID_23074,0.1664
EID_6390,0.1486
EID_24539,0.153
EID_12963,0.1331
EID_8649,0.1268
EID_11810,0.1529
EID_3598,0.149
EID_13511,0.1643
EID_16014,0.1542
EID_24791,0.1586
EID_3417,0.1529
EID_24668,0.1422
EID_4508,0.1479
EID_25150,0.1682
EID_25934,0.1379
EID_6308,0.1217
EID_10508,0.1381
EID_18724,0.1201
EID_10536,0.1413
EID_18738,0.1422
EID_15949,0.1355
EID_20722,0.1306
EID_14963,0.157
EID_6682,0.1466
EID_8365,0.1183
EID_17999,0.168
EID_24499,0.1534
EID_20389,0.1588
EID_12123,0.1638
EID_19203,0.1345
EID_3538,0.1451
EID_19811,0.1494
EID_11473,0.1477
EID_3032,0.1174
EID_8419,0.1356
EID_9052,0.1566
EID_15837,0.1376
EID_6644,0.1417
EID_16894,0.1374
EID_10552,0.1432
EID_14750,0.133
EID_16659,0.142
EID_4472,0.1521
EID_4076,0.1532
EID_5163,0.1338
EID_25923,0.1512
EID_24806,0.1428
EID_3742,0.154
EID_19722,0.1437
EID_18033,0.164
EID_16718,0.1579
EID_13182,0.1337
EID_23021,0.1329
EID_20329,0.1315
EID_8770,0.1375
EID_11234,0.1436
EID_18881,0.1576
EID_1365,0.1592
EID_19318,0.1503
EID_19343,0.1586
EID_4435,0.1512
EID_22102,0.1517
EID_24095,0.1625
EID_9897,0.1789
EID_21635,0.1518
EID_16514,0.152
EID_1997,0.1272
EID_10324,0.1412
EID_6487,0.1602
EID_21197,0.1474
EID_19082,0.15
EID_17562,0.1435
EID_8738,0.1317
EID_13687,0.1479
EID_19572,0.1387
EID_24909,0.1487
EID_21814,0.1407
EID_12083,0.1454
EID_25919,0.1276
EID_19140,0.1233
EID_23924,0.1599
EID_1208,0.1517
EID_18170,0.1816
EID_18699,0.1364
EID_1318,0.1541
EID_14941,0.1528
EID_6540,0.1475
EID_20936,0.1508
EID_9705,0.1615
EID_24181,0.1567
EID_22138,0.1441
EID_23044,0.1541
EID_9038,0.1512
EID_3247,0.1678
EID_19630,0.1642
EID_8655,0.1093
EID_10423,0.1576
EID_3946,0.1495
EID_16512,0.1537
EID_12473,0.146
EID_11571,0.1433
EID_14381,0.1461
EID_12675,0.147
EID_1930,0.141
EID_20155,0.1579
EID_22902,0.1563
EID_24145,0.1436
EID_5342,0.1293
EID_8334,0.1374
EID_25708,0.138
EID_19991,0.1444
EID_5499,0.1527
EID_5953,0.1569
EID_7444,0.1361
EID_6218,0.1508
EID_12891,0.1361
EID_16456,0.1656
EID_20256,0.1397
EID_9959,0.1468
EID_8845,0.1436
EID_1662,0.1335
EID_8739,0.1474
EID_20695,0.1359
EID_19446,0.1564
EID_12441,0.1592
EID_13066,0.149
EID_8911,0.1435
EID_22200,0.142
EID_9689,0.1611
EID_1668,0.1517
EID_8120,0.1505
EID_22777,0.1555
EID_19141,0.1327
EID_22674,0.1481
EID_16121,0.1482
EID_14662,0.1522
EID_23290,0.147
EID_20144,0.1368
EID_23052,0.1556
EID_25575,0.1381
EID_23724,0.1543
EID_14759,0.1584
EID_25209,0.1406
EID_17753,0.1296
EID_4693,0.14
EID_17284,0.1515
EID_9131,0.1545
EID_24625,0.1498
EID_24912,0.1549
EID_19612,0.1418
EID_9147,0.1632
EID_6891,0.1648
EID_10639,0.1499
EID_5880,0.1335
EID_22547,0.1634
EID_10066,0.1457
EID_7126,0.1394
EID_4929,0.125
EID_24750,0.1411
